image_id,x_1,y_1,width,height
188197.jpg,347,176,406,562
188311.jpg,110,81,291,416
188314.jpg,103,29,91,126
188327.jpg,132,30,91,126
188554.jpg,130,109,114,158
188595.jpg,215,45,83,115
188660.jpg,143,64,104,144
188680.jpg,273,39,117,162
188764.jpg,124,113,192,266
188933.jpg,137,102,164,227
189081.jpg,100,62,135,187
189293.jpg,175,44,237,328
189623.jpg,287,39,127,176
189840.jpg,102,90,151,209
189946.jpg,151,48,125,173
190897.jpg,148,90,255,353
190984.jpg,714,219,494,684
191123.jpg,51,142,263,364
191137.jpg,142,120,255,353
191295.jpg,157,172,231,320
191348.jpg,90,70,174,241
191498.jpg,63,76,260,360
191635.jpg,56,98,187,259
191866.jpg,10,1,120,161
192361.jpg,158,76,156,216
192580.jpg,123,89,203,281
192691.jpg,177,34,99,137
192870.jpg,180,45,112,155
192928.jpg,323,115,307,425
193062.jpg,100,23,78,108
193086.jpg,369,119,242,335
193211.jpg,122,65,156,216
193621.jpg,131,75,208,288
194162.jpg,243,18,179,248
194310.jpg,254,52,120,166
194394.jpg,73,41,148,205
194498.jpg,124,68,148,205
194621.jpg,83,37,122,176
194742.jpg,137,32,153,212
194945.jpg,257,7,81,112
195295.jpg,134,63,151,209
195543.jpg,45,23,226,313
195826.jpg,89,73,205,284
195957.jpg,98,105,299,393
196065.jpg,39,55,78,108
196078.jpg,152,103,55,76
196119.jpg,194,129,244,338
196353.jpg,121,106,351,486
196472.jpg,74,67,140,194
196733.jpg,139,61,174,241
196839.jpg,470,118,289,400
196861.jpg,41,36,52,72
196907.jpg,57,130,224,310
197074.jpg,190,124,83,115
197097.jpg,110,47,226,313
197135.jpg,69,80,75,104
197340.jpg,5,31,109,151
197519.jpg,91,49,81,112
197543.jpg,177,36,143,198
197718.jpg,94,70,127,176
197985.jpg,62,84,229,317
197989.jpg,106,38,117,162
198124.jpg,153,87,203,281
198749.jpg,112,36,130,180
198917.jpg,136,80,101,140
199284.jpg,337,33,255,353
199388.jpg,67,49,96,133
199552.jpg,162,76,135,187
199744.jpg,246,186,218,302
199804.jpg,900,491,1050,1454
199888.jpg,144,96,133,184
200146.jpg,83,46,146,202
200697.jpg,134,105,190,263
200754.jpg,24,51,153,212
200759.jpg,78,43,130,180
201038.jpg,43,47,195,251
201409.jpg,232,44,237,313
201455.jpg,21,51,159,220
201484.jpg,95,57,138,191
201798.jpg,23,78,146,202
201863.jpg,82,101,270,374
202145.jpg,432,328,603,835
202502.jpg,46,62,166,230
